"distance","Altitude","color_packed","intensity","Classification","coords"
"2.42","1150.8260","79 77 56","100","2","2552435.630937 1217231.007219"
"2.99","1150.9060","79 75 52","106","3","2552435.637937 1217230.266219"
"2.99","1150.9060","79 75 52","106","3","2552435.638617 1217230.266219"
"3.41","1150.6690","91 89 57","73","3","2552437.697617 1217231.495219"
"3.81","1151.2410","133 129 100","32","2","2552434.802617 1217228.454219"
"5.93","1159.4460","66 59 54","170","5","2552438.393617 1217228.754219"
"6.46","1154.1510","77 74 57","0","5","2552437.135617 1217226.975219"
"7.97","1150.4240","92 85 66","58","2","2552436.650617 1217224.556219"
"8.45","1165.4380","88 85 68","108","5","2552440.643617 1217227.380219"
"8.7","1161.4560","76 67 49","138","5","2552438.609617 1217225.288219"
"9.82","1157.4380","88 79 64","0","5","2552438.218617 1217223.471219"
"9.86","1149.1700","94 85 66","107","3","2552440.405617 1217225.308219"
"10.24","1154.3970","67 62 50","255","5","2552440.609617 1217224.985219"
"10.57","1155.9030","95 85 72","227","5","2552439.2659369996 1217223.380219"
"10.57","1155.9030","95 85 72","227","5","2552439.266617 1217223.380219"
"10.65","1158.1990","106 101 86","53","5","2552441.774617 1217225.441219"
"11.37","1162.3790","107 102 86","221","5","2552442.434617 1217225.066219"
"11.37","1148.1990","116 105 82","141","2","2552438.703617 1217221.842219"
"11.64","1152.2470","91 81 62","149","5","2552439.150617 1217221.872219"
"13.12","1160.2570","117 108 85","58","5","2552439.933617 1217220.583219"
"13.87","1152.0810","123 116 94","0","5","2552443.427617 1217222.620219"
"13.95","1147.5200","114 111 98","42","3","2552444.342617 1217223.302219"
"14.24","1157.1830","83 76 63","210","5","2552442.379617 1217221.228219"
"14.69","1164.6510","113 105 85","95","5","2552442.305617 1217220.562219"
"15.22","1146.4910","116 108 88","155","3","2552442.2446169998 1217219.805219"
"15.26","1154.2660","73 68 58","14","5","2552441.0286169997 1217218.704219"
"15.89","1150.4170","111 102 82","172","5","2552442.308617 1217218.985219"
"16.32","1160.6480","111 103 88","251","5","2552443.768617 1217219.670219"
"17.18","1152.5200","131 123 99","98","5","2552445.704937 1217220.2082190001"
"17.18","1152.5200","131 123 99","98","5","2552445.7046169997 1217220.208219"
"17.49","1157.5900","111 100 77","189","5","2552442.5116169997 1217217.045219"
"18.38","1145.1970","108 98 78","80","3","2552444.1809369996 1217217.310219"
"18.38","1145.1970","108 98 78","80","3","2552444.181617 1217217.310219"
"18.45","1156.7050","122 114 96","238","5","2552446.089617 1217218.863219"
"18.56","1164.3200","129 122 101","109","5","2552445.879617 1217218.532219"
"18.62","1165.5180","115 107 86","0","5","2552445.267937 1217217.928219"
"18.62","1165.5180","115 107 86","0","5","2552445.267617 1217217.928219"
"18.92","1144.9670","115 108 84","114","3","2552446.913617 1217218.948219"
"19.32","1144.8390","117 107 82","241","3","2552444.075617 1217215.971219"
"19.55","1160.5840","131 126 98","0","5","2552447.585617 1217218.708219"
"20.06","1152.3820","125 117 95","159","5","2552445.6876169997 1217216.390219"
"20.33","1148.5930","138 131 107","154","5","2552447.0486169998 1217217.204219"
"21.15","1163.9850","120 115 95","249","5","2552445.055617 1217214.397219"
"21.7","1155.9180","119 111 95","234","5","2552446.541617 1217214.964219"
"22.07","1159.8390","70 62 53","148","5","2552446.743617 1217214.640219"
"22.14","1155.9580","128 120 101","45","5","2552447.0699369996 1217214.838219"
"22.46","1143.5510","141 133 108","115","3","2552447.859617 1217215.099219"
"24.58","1146.9490","135 127 105","209","5","2552450.970617 1217214.975219"
"25.54","1142.3920","114 108 86","122","3","2552450.958937 1217213.6982190001"
"25.54","1142.3920","114 108 86","122","3","2552450.959617 1217213.698219"
"26.01","1141.9490","125 120 99","66","2","2552450.902617 1217213.031219"
"29.01","1140.7430","81 78 72","32","2","2552450.930617 1217209.086219"
"29.63","1143.8420","74 69 59","146","5","2552454.585617 1217211.437219"
"32.89","1140.3510","84 82 80","82","2","2552452.939617 1217205.694219"
"32.98","1139.8770","91 90 89","94","2","2552456.3156169998 1217208.502219"
"36.41","1140.1440","75 75 74","226","2","2552455.954937 1217203.6542190001"
"36.41","1140.1440","75 75 74","226","2","2552455.9546169997 1217203.654219"
"36.95","1139.9200","67 67 68","71","7","2552457.785617 1217204.522219"
"41.37","1139.5600","67 67 67","78","2","2552460.3696169998 1217200.917219"
"44.36","1139.2790","81 84 67","219","3","2552464.3696169998 1217200.424219"
"44.5","1139.5080","83 84 56","181","2","2552461.065937 1217197.370219"
"44.5","1139.5080","83 84 56","181","2","2552461.0656169998 1217197.370219"
"44.86","1139.5330","80 82 53","19","2","2552461.247617 1217197.058219"
"45.49","1154.2090","75 77 60","187","5","2552461.5996169997 1217196.532219"
"45.59","1158.8630","35 40 31","109","5","2552461.9746169997 1217196.718219"
"46.29","1150.5320","84 87 63","229","5","2552465.078617 1217198.484219"
"46.67","1155.2490","83 86 56","198","5","2552462.528937 1217195.766219"
"46.67","1155.2490","83 86 56","198","5","2552462.5286169997 1217195.766219"
"47.7","1155.2430","76 77 52","26","5","2552465.484617 1217196.964219"
"47.99","1138.9590","128 129 95","32","2","2552465.285617 1217196.414219"
"48.64","1146.6440","93 94 66","115","5","2552465.363937 1217195.620219"
"48.64","1146.6440","93 94 66","115","5","2552465.363617 1217195.620219"
"49.03","1145.5490","43 41 43","90","5","2552464.959617 1217194.748219"
"49.14","1151.7920","39 39 35","128","5","2552465.024617 1217194.664219"
"49.23","1158.8340","77 79 52","214","5","2552466.281617 1217195.633219"
"50.93","1155.1220","36 37 41","52","5","2552465.0486169998 1217192.322219"
"51.03","1139.1540","33 35 36","47","3","2552465.372617 1217192.467219"
"51.2","1157.0620","37 37 35","222","5","2552466.100937 1217192.868219"
"52.83","1144.0230","39 39 40","219","5","2552466.013617 1217190.647219"
"53.01","1148.2470","43 43 38","230","5","2552466.115617 1217190.494219"
"53.57","1138.3390","43 43 42","0","2","2552469.450617 1217192.640219"
"54.51","1153.5310","77 78 45","86","5","2552467.805617 1217189.975219"
"54.65","1156.3080","39 38 36","139","5","2552470.042617 1217191.718219"
"55.08","1138.4980","37 39 35","247","2","2552468.957937 1217190.218219"
"55.08","1138.4980","37 39 35","247","2","2552468.9576169997 1217190.218219"
"55.4","1155.9100","76 76 59","102","5","2552471.3969369996 1217191.901219"
"55.4","1155.9100","76 76 59","102","5","2552471.397617 1217191.901219"
"55.53","1141.7720","64 66 43","0","5","2552469.851617 1217190.393219"
"55.66","1147.1030","36 38 31","91","5","2552469.930617 1217190.282219"
"56.1","1138.8400","46 45 39","103","3","2552467.701617 1217187.775219"
"56.52","1162.1130","40 43 34","105","5","2552470.0656169998 1217189.265219"
"56.8","1158.0580","70 73 45","67","5","2552469.328617 1217188.255219"
"57.7","1153.4530","54 55 50","23","5","2552471.6166169997 1217189.052219"
"58.79","1149.6400","92 92 65","0","5","2552473.146617 1217188.924219"
"59.02","1137.9400","43 48 41","197","2","2552471.6536169997 1217187.336219"
"60.57","1151.2570","63 65 44","19","5","2552471.8259369996 1217185.434219"
"60.57","1151.2570","63 65 44","19","5","2552471.826617 1217185.434219"
"60.73","1155.4530","77 79 55","234","5","2552475.146617 1217188.092219"
"62.8","1137.4880","53 53 31","103","2","2552475.5116169997 1217185.681219"
"62.88","1160.6650","79 78 57","53","5","2552473.693617 1217183.991219"
"62.94","1151.9850","81 81 54","85","5","2552474.3326169997 1217184.464219"
"63.38","1155.5230","41 40 42","0","5","2552473.285617 1217182.988219"
"63.84","1157.9200","85 88 59","170","5","2552476.4236169998 1217185.086219"
"64.24","1145.0930","79 81 51","0","5","2552476.274617 1217184.427219"
"64.28","1144.2570","70 73 45","136","5","2552476.630937 1217184.684219"
"64.28","1144.2570","70 73 45","136","5","2552476.630617 1217184.684219"
"64.42","1164.2860","45 44 47","186","5","2552473.568617 1217181.850219"
"64.42","1142.4780","45 46 47","90","5","2552474.122617 1217182.326219"
"64.48","1148.7320","46 46 47","224","5","2552474.166617 1217182.288219"
"66.82","1154.1410","89 90 62","241","5","2552477.3126169997 1217181.917219"
"66.85","1137.4390","82 83 51","57","2","2552476.660617 1217181.319219"
"66.86","1137.7000","70 69 47","197","2","2552475.7149369996 1217180.482219"
"66.86","1137.7000","70 69 47","197","2","2552475.715617 1217180.482219"
"67.34","1160.4970","78 79 51","180","5","2552478.578617 1217182.326219"
"67.64","1145.9680","75 74 44","14","5","2552475.757617 1217179.494219"
"67.68","1152.5830","90 91 56","0","5","2552478.406937 1217181.720219"
"67.78","1143.2470","100 101 63","37","5","2552478.436617 1217181.616219"
"67.87","1149.8370","80 80 53","0","5","2552477.851617 1217180.991219"
"68.13","1157.6970","86 86 60","156","5","2552477.025617 1217179.944219"
"70.58","1156.0620","98 99 62","98","5","2552478.960937 1217178.3672190001"
"70.58","1156.0620","98 99 62","98","5","2552478.960617 1217178.367219"
"70.68","1154.5650","92 92 61","90","5","2552478.342617 1217177.711219"
"70.87","1145.9860","81 82 51","173","5","2552479.709617 1217178.639219"
"71.11","1161.3130","84 84 55","174","5","2552479.859617 1217178.444219"
"71.5","1136.8500","94 96 67","11","2","2552481.589617 1217179.433219"
"71.79","1152.3400","63 63 45","36","5","2552481.768617 1217179.194219"
"72.04","1156.2930","63 63 44","121","5","2552481.899617 1217178.988219"
"72.9","1150.5530","85 85 60","28","5","2552479.8156169998 1217176.049219"
"73.53","1158.1290","63 64 43","215","5","2552480.490617 1217175.795219"
"74.02","1137.2150","81 83 60","185","2","2552480.376617 1217175.052219"
"74.49","1136.8360","80 81 59","161","2","2552482.2519369996 1217176.042219"
"74.49","1136.8360","80 81 59","161","2","2552482.252617 1217176.042219"
"74.53","1143.9300","76 77 62","80","5","2552481.464617 1217175.309219"
"74.96","1162.1510","66 68 58","115","5","2552481.856617 1217175.082219"
"75.11","1153.7570","71 72 60","228","5","2552481.606617 1217174.677219"
"75.73","1145.1910","82 81 63","112","5","2552483.796937 1217175.745219"
"75.73","1145.1910","82 81 63","112","5","2552483.797617 1217175.745219"
"76.14","1147.6000","85 84 69","159","5","2552483.7076169997 1217175.123219"
"76.97","1151.3820","91 90 72","112","5","2552484.764617 1217174.943219"
"77.16","1136.5490","103 103 86","165","3","2552484.522617 1217174.488219"
"79.13","1153.6900","92 90 80","116","5","2552484.129617 1217171.535219"
"80.66","1141.1360","97 96 79","243","5","2552486.348617 1217171.430219"
"81.29","1145.6410","102 100 85","221","5","2552486.372617 1217170.623219"
"81.58","1150.1700","113 111 102","0","5","2552485.606617 1217169.572219"
"82.59","1136.7750","109 106 93","99","3","2552487.342617 1217169.737219"
"83.98","1142.0250","122 120 110","120","5","2552486.497617 1217167.170219"
"84.21","1156.0550","78 75 65","165","5","2552488.209617 1217168.353219"
"85","1159.8430","104 101 86","72","5","2552487.731617 1217166.890219"
"85.39","1161.6520","81 77 63","0","5","2552488.5219369996 1217167.066219"
"85.39","1161.6520","81 77 63","0","5","2552488.522617 1217167.066219"
"85.88","1151.8610","114 111 92","18","5","2552487.497617 1217165.525219"
"86.51","1136.4680","89 85 72","163","2","2552489.971617 1217166.839219"
"86.68","1152.6440","103 99 82","199","5","2552487.9109369996 1217164.830219"
"86.68","1152.6440","103 99 82","199","5","2552487.911617 1217164.830219"
"86.81","1148.2930","100 96 82","0","5","2552489.237617 1217165.806219"
"87.15","1151.8480","71 65 56","161","5","2552491.460617 1217167.272219"
"87.62","1144.7860","85 82 67","152","5","2552489.653937 1217165.0902190001"
"87.62","1144.7860","85 82 67","152","5","2552489.6536169997 1217165.0902190001"
"88.76","1144.6830","86 82 72","55","5","2552492.024617 1217165.637219"
"88.94","1135.9820","83 79 68","156","3","2552492.6239369996 1217165.908219"
"88.94","1135.9820","83 79 68","156","3","2552492.624617 1217165.908219"
"88.94","1161.8150","75 72 61","175","5","2552490.669617 1217164.227219"
"88.96","1157.6800","75 71 64","146","5","2552491.859617 1217165.227219"
"89.41","1154.0740","78 73 66","255","5","2552490.900617 1217163.806219"
"89.74","1136.0650","96 89 72","206","3","2552494.200617 1217166.225219"
"90.54","1136.1690","74 69 62","113","2","2552491.777617 1217163.065219"
"90.65","1148.9940","60 56 51","240","5","2552492.721617 1217163.737219"
"91.83","1156.9970","87 80 69","138","5","2552491.264617 1217160.923219"
"92.37","1156.5960","83 75 67","235","5","2552494.7319369996 1217163.2082190001"
"92.37","1156.5960","83 75 67","235","5","2552494.732617 1217163.208219"
"92.54","1152.2240","99 91 81","0","5","2552495.122617 1217163.322219"
"92.98","1143.9110","103 95 87","55","5","2552494.7276169998 1217162.397219"
"93.3","1151.2270","91 84 72","198","5","2552492.021617 1217159.627219"
"93.57","1136.1220","107 99 90","17","3","2552495.632617 1217162.393219"
"95.01","1147.3190","109 100 92","174","5","2552496.013617 1217160.826219"
"95.18","1139.3660","96 88 78","0","5","2552495.343617 1217160.021219"
"95.2","1135.8720","107 98 90","54","3","2552496.167937 1217160.700219"
"95.21","1142.5910","94 86 72","35","5","2552493.626617 1217158.491219"
"96.51","1136.0930","95 87 72","55","3","2552494.552617 1217157.579219"
"97.49","1143.9730","97 90 77","80","5","2552497.368617 1217158.714219"
"97.98","1151.1130","95 89 75","72","5","2552498.501617 1217159.049219"
"98.25","1135.6830","117 111 96","87","2","2552498.339617 1217158.552219"
"99.21","1152.5690","96 89 73","27","5","2552499.904937 1217158.631219"
"99.21","1152.5690","96 89 73","27","5","2552499.905617 1217158.631219"
"99.21","1139.3910","104 96 80","59","5","2552498.254617 1217157.204219"
"99.23","1149.6540","92 83 72","216","5","2552496.589617 1217155.741219"
"100.16","1147.4000","101 93 78","0","5","2552499.629617 1217157.133219"
"100.83","1142.5910","83 78 69","141","5","2552497.993617 1217154.832219"
"100.99","1156.1210","82 78 71","130","5","2552500.988617 1217157.221219"
"101.2","1138.6630","95 87 67","90","5","2552499.284937 1217155.462219"
"101.2","1138.6630","95 87 67","90","5","2552499.284617 1217155.462219"
"101.27","1152.9490","96 87 67","51","5","2552499.343617 1217155.427219"
"101.36","1135.5150","61 59 47","233","3","2552498.251617 1217154.366219"
"101.49","1142.5290","89 86 79","141","5","2552501.521617 1217157.015219"
"102.4","1150.1450","66 64 51","0","5","2552502.339617 1217156.522219"
"102.44","1138.0380","52 52 46","253","5","2552502.004617 1217156.184219"
"103.94","1147.2380","60 65 41","29","5","2552499.900617 1217152.377219"
"104.94","1134.3830","69 73 54","36","2","2552501.524617 1217152.460219"
"105.63","1141.7430","61 66 51","63","5","2552504.335617 1217153.978219"
"105.97","1149.0660","75 77 43","0","5","2552503.5626169997 1217152.853219"
"106.01","1148.7520","53 57 49","0","5","2552502.9649369996 1217152.2862190001"
"106.01","1148.7520","53 57 49","0","5","2552502.965617 1217152.2862190001"
"106.1","1138.9190","39 43 35","230","5","2552502.416617 1217151.698219"
"108.56","1132.4650","48 51 47","248","2","2552504.576617 1217150.315219"
"108.7","1136.2750","40 43 45","12","5","2552502.868617 1217148.648219"
"109.06","1137.6540","56 58 57","4","5","2552505.142937 1217150.141219"
"109.06","1137.6540","56 58 57","4","5","2552505.142617 1217150.141219"
"109.06","1141.4750","47 49 48","206","5","2552504.234617 1217149.352219"
"111.09","1135.6110","53 55 51","66","5","2552507.160617 1217149.195219"
"112.07","1142.4180","86 84 55","30","5","2552504.3666169997 1217145.491219"
"112.32","1139.2270","42 40 43","0","5","2552506.541617 1217147.038219"
"112.8","1142.5940","67 67 56","11","5","2552508.737617 1217148.306219"
"114.45","1132.8310","90 89 65","23","5","2552509.460617 1217146.749219"
"115.03","1136.5870","68 69 58","0","5","2552507.044617 1217143.894219"
"116.88","1129.8600","72 74 46","0","2","2552508.885617 1217143.045219"
"117.15","1150.4600","70 70 41","0","5","2552508.030617 1217141.948219"
"118.81","1129.3890","92 93 59","74","2","2552509.887937 1217141.356219"
"118.81","1129.3890","92 93 59","74","2","2552509.888617 1217141.356219"
"120.38","1154.6320","71 71 45","149","5","2552510.697617 1217139.981219"
"120.44","1149.1560","81 82 55","147","5","2552513.373617 1217142.211219"
"122.15","1147.4390","79 78 45","102","5","2552511.720617 1217138.528219"
"122.34","1128.6920","93 93 57","243","2","2552512.522617 1217138.971219"
"122.59","1158.4790","97 98 57","0","5","2552512.146617 1217138.316219"
"122.87","1154.2280","53 51 35","211","5","2552515.872617 1217141.167219"
"123.64","1150.5990","80 81 47","62","5","2552514.068617 1217138.589219"
"123.95","1143.9760","68 65 55","15","5","2552515.626617 1217139.522219"
"123.99","1151.7300","90 90 59","248","5","2552514.142937 1217138.191219"
"123.99","1151.7300","90 90 59","248","5","2552514.142617 1217138.191219"
"124.23","1132.8370","88 90 47","185","5","2552513.2416169997 1217137.095219"
"124.37","1139.2520","71 70 45","7","5","2552513.927617 1217137.498219"
"124.61","1137.7970","80 76 67","117","5","2552514.960937 1217138.077219"
"124.61","1137.7970","80 76 67","117","5","2552514.960617 1217138.077219"
"124.84","1158.8840","63 58 57","97","5","2552515.6639369996 1217138.382219"
"125.32","1159.4240","69 62 59","26","5","2552515.767937 1217137.837219"
"125.32","1159.4240","69 62 59","26","5","2552515.767617 1217137.837219"
"125.53","1158.8830","73 67 59","245","5","2552516.782617 1217138.437219"
"125.55","1155.7660","72 71 56","171","5","2552514.788617 1217136.683219"
"126.22","1127.5270","59 55 52","0","2","2552515.697617 1217136.586219"
"126.65","1159.4200","53 54 48","116","5","2552514.703617 1217135.151219"
"127.2","1135.3430","83 77 72","105","5","2552517.561617 1217136.894219"
"127.52","1152.2080","75 70 69","1","5","2552518.584617 1217137.356219"
"127.57","1146.4010","56 51 52","101","5","2552518.943617 1217137.600219"
"127.8","1141.9460","75 69 64","112","5","2552517.738617 1217136.259219"
"128.14","1151.5020","44 44 43","173","5","2552515.047617 1217133.487219"
"128.16","1138.0310","48 48 49","83","5","2552516.0826169997 1217134.353219"
"129.35","1156.4620","51 49 49","151","5","2552515.615617 1217132.374219"
"130.01","1148.8030","43 41 46","183","5","2552518.785617 1217134.241219"
"130.36","1153.9080","49 47 51","1","5","2552518.851617 1217133.830219"
"130.64","1139.1900","47 44 48","24","5","2552519.9376169997 1217134.400219"
"130.83","1130.4400","45 43 47","4","5","2552520.3156169998 1217134.485219"
"131.76","1127.6770","41 42 44","28","4","2552518.899617 1217132.032219"
"131.89","1135.2480","45 42 47","162","5","2552520.535617 1217133.272219"
"133.01","1132.0780","40 43 43","128","5","2552519.484617 1217130.884219"
"133.18","1125.2730","47 44 47","75","3","2552522.172617 1217132.975219"
"135.13","1125.2180","45 47 46","245","3","2552520.649617 1217129.089219"
"135.19","1130.6390","43 46 46","112","5","2552521.620937 1217129.847219"
"135.19","1130.6390","43 46 46","112","5","2552521.621617 1217129.847219"
"135.86","1129.4070","47 49 44","147","5","2552522.433617 1217129.663219"
"138.83","1124.9890","67 67 43","239","4","2552524.731617 1217127.718219"
"139.54","1123.4490","73 73 52","126","2","2552526.173937 1217128.030219"
"139.54","1123.4490","73 73 52","126","2","2552526.1736169998 1217128.030219"
"141.07","1132.8370","67 65 53","132","5","2552523.5626169997 1217123.755219"
"141.53","1140.3990","94 95 70","10","5","2552526.910617 1217126.041219"
"141.63","1122.8520","64 66 36","68","2","2552527.9406169998 1217126.796219"
"141.63","1144.8600","75 77 58","215","5","2552525.294617 1217124.502219"
"142.22","1122.8240","34 37 40","119","3","2552525.152617 1217123.603219"
"142.23","1139.4750","35 38 42","48","5","2552525.110937 1217123.559219"
"142.23","1139.4750","35 38 42","48","5","2552525.111617 1217123.559219"
"143.08","1134.7790","72 72 47","0","5","2552527.919617 1217124.862219"
"143.35","1148.6190","88 89 61","76","5","2552528.592617 1217125.079219"
"144.3","1152.2380","77 81 54","0","5","2552528.142937 1217123.445219"
"144.3","1152.2380","77 81 54","0","5","2552528.142617 1217123.445219"
"144.63","1138.3900","71 75 48","67","5","2552527.9406169998 1217122.825219"
"144.69","1152.3040","48 49 46","45","5","2552528.876617 1217123.559219"
"144.94","1126.0000","37 40 30","110","5","2552528.348617 1217122.775219"
"145.24","1143.5520","47 49 48","198","5","2552529.018617 1217122.952219"
"145.51","1147.2950","57 60 44","168","5","2552527.1166169997 1217120.951219"
"145.52","1131.2940","47 50 49","111","5","2552529.1069369996 1217122.667219"
"145.52","1131.2940","47 50 49","111","5","2552529.107617 1217122.667219"
"145.61","1129.8330","42 44 45","211","5","2552528.1736169998 1217121.741219"
"146.26","1121.9880","55 57 51","0","2","2552528.339617 1217121.015219"
"146.57","1136.2610","52 52 45","167","5","2552531.2786169997 1217123.156219"
"147.4","1148.5600","77 74 69","170","5","2552530.782617 1217121.629219"
"147.8","1134.2290","75 69 60","3","5","2552529.601617 1217120.073219"
"148.03","1123.4660","78 74 65","23","5","2552531.943617 1217121.795219"
"148.53","1131.0650","60 56 51","157","5","2552532.035617 1217121.218219"
"148.68","1139.4750","96 90 78","0","5","2552530.106617 1217119.354219"
"148.82","1141.7990","62 57 54","213","5","2552532.785617 1217121.475219"
"148.87","1120.6080","61 56 52","186","3","2552532.488937 1217121.152219"
"149.21","1127.3310","64 59 50","238","5","2552531.231617 1217119.616219"
"150.04","1125.2740","91 86 70","19","5","2552530.440937 1217117.8402190001"
"150.04","1125.2740","91 86 70","19","5","2552530.4406169998 1217117.8402190001"
"150.58","1125.5550","90 86 68","147","5","2552529.5826169997 1217116.390219"
"150.83","1121.9800","112 103 85","216","4","2552531.598617 1217117.802219"
"151.28","1136.1270","64 59 56","253","5","2552533.683617 1217119.005219"
"152.92","1125.0740","82 71 62","0","5","2552534.069617 1217117.164219"
"153.25","1136.8330","114 104 86","12","5","2552532.434937 1217115.314219"
"153.25","1136.8330","114 104 86","12","5","2552532.434617 1217115.314219"
"153.52","1141.6740","118 109 93","12","5","2552531.797617 1217114.406219"
"154.14","1132.9870","127 118 100","0","5","2552532.943617 1217114.5902190001"
"154.59","1119.5850","118 103 85","192","2","2552534.781617 1217115.583219"
"154.73","1128.7880","147 138 120","30","5","2552532.436617 1217113.366219"
"154.74","1146.9200","112 103 83","93","5","2552533.044617 1217113.872219"
"154.91","1138.5130","116 104 84","0","5","2552534.805617 1217115.177219"
"155.41","1143.5990","104 93 73","81","5","2552535.260617 1217114.903219"
"156","1119.2950","83 82 57","121","3","2552536.4109369996 1217115.121219"
"156","1119.2950","83 82 57","121","3","2552536.411617 1217115.121219"
"157.02","1128.8530","106 93 72","11","5","2552535.647937 1217113.120219"
"157.02","1128.8530","106 93 72","11","5","2552535.648617 1217113.120219"
"157.02","1124.1330","106 93 72","0","5","2552535.660617 1217113.130219"
"158.13","1135.3230","100 89 67","0","5","2552536.209617 1217112.133219"
"158.17","1129.5920","100 89 67","0","5","2552536.231617 1217112.104219"
"158.18","1139.2470","106 93 75","67","5","2552534.481617 1217110.570219"
"158.21","1119.0560","102 89 71","72","3","2552534.535617 1217110.585219"
"158.86","1145.4570","91 89 61","130","5","2552537.973617 1217112.694219"
"159.44","1144.8820","85 72 58","244","5","2552535.450617 1217109.745219"
"160.42","1118.1710","102 92 74","19","3","2552538.382617 1217110.989219"
"160.95","1141.8280","97 85 68","133","5","2552539.064617 1217110.869219"
"161.82","1145.2010","83 81 56","71","5","2552537.301937 1217108.195219"
"161.82","1145.2010","83 81 56","71","5","2552537.301617 1217108.195219"
"162.16","1137.4260","70 63 51","71","5","2552538.714617 1217108.978219"
"163.1","1144.6500","81 77 55","0","5","2552539.203617 1217108.157219"
"163.22","1138.9330","104 94 72","235","5","2552542.157617 1217110.552219"
"163.98","1144.2030","90 81 66","27","5","2552542.669617 1217109.981219"
"165.64","1118.0960","86 83 48","15","4","2552540.147617 1217105.617219"
"166.66","1137.9240","52 51 44","159","5","2552541.615617 1217105.528219"
"167.1","1141.4910","92 90 60","165","5","2552540.740617 1217104.1882190001"
"167.47","1118.3610","106 104 93","199","5","2552542.475937 1217105.1982190001"
"167.47","1118.3610","106 104 93","199","5","2552542.476617 1217105.198219"
"168.74","1124.2070","70 65 58","93","5","2552542.981617 1217103.968219"
"168.99","1117.9110","74 68 51","199","5","2552544.481617 1217104.924219"
"169.42","1115.3650","96 89 68","100","3","2552545.8969369996 1217105.579219"
"169.94","1137.4330","91 85 70","20","5","2552543.992937 1217103.2522190001"
"169.94","1137.4330","91 85 70","20","5","2552543.993617 1217103.252219"
"170.04","1145.3380","56 50 37","85","5","2552543.6409369996 1217102.820219"
"170.04","1145.3380","56 50 37","85","5","2552543.641617 1217102.820219"
"170.09","1115.2210","92 85 62","255","2","2552543.055617 1217102.247219"
"170.64","1139.2260","114 107 91","241","5","2552544.140617 1217102.458219"
"170.71","1120.5870","88 78 57","61","5","2552542.880617 1217101.272219"
"170.82","1143.3570","90 83 63","141","5","2552544.825617 1217102.808219"
"171.74","1146.5290","110 102 80","0","5","2552543.660617 1217100.586219"
"172.51","1135.9730","106 98 78","102","5","2552543.8526169998 1217099.737219"
"172.95","1132.1920","85 77 65","62","5","2552545.987617 1217100.998219"
"173.33","1113.9860","87 78 67","47","2","2552548.062937 1217102.284219"
"173.65","1113.9380","99 92 80","245","3","2552548.130937 1217101.927219"
"173.65","1113.9380","99 92 80","245","3","2552548.130617 1217101.927219"
"173.91","1113.8160","111 104 91","208","2","2552548.189617 1217101.633219"
"173.98","1140.9750","102 92 73","25","5","2552544.870617 1217098.670219"
"174.15","1115.5200","107 97 79","167","4","2552545.6196169998 1217099.086219"
"175.35","1138.5230","99 90 77","178","5","2552547.839617 1217099.421219"
"175.41","1127.0530","106 98 84","0","5","2552547.876617 1217099.381219"
"176.34","1132.7870","110 101 83","191","5","2552547.728937 1217098.026219"
"176.34","1132.7870","110 101 83","191","5","2552547.729617 1217098.026219"
"176.78","1116.9740","103 97 82","122","5","2552550.138617 1217099.522219"
"176.84","1135.0390","113 104 86","51","5","2552547.835937 1217097.446219"
"177.05","1112.8840","112 104 86","112","2","2552548.268617 1217097.555219"
"177.25","1135.4660","96 86 67","250","5","2552547.9236169998 1217096.988219"
"177.53","1131.3860","111 101 82","53","5","2552548.334617 1217096.968219"
"180.66","1117.6650","119 101 84","124","5","2552552.9916169997 1217096.862219"
"181.33","1134.4620","127 115 93","36","5","2552553.1026169998 1217096.073219"
"181.35","1136.5150","101 93 68","82","5","2552550.460617 1217093.758219"
"181.53","1130.0170","114 104 81","136","5","2552553.156617 1217095.853219"
"181.91","1112.4710","108 98 75","100","4","2552553.280617 1217095.452219"
"182.1","1139.3080","99 90 66","193","5","2552553.2616169997 1217095.191219"
"182.42","1122.4200","123 107 88","0","5","2552554.689617 1217096.004219"
"182.44","1125.9460","101 91 69","85","5","2552553.365617 1217094.830219"
"183.14","1129.8920","86 85 53","250","5","2552551.1876169997 1217092.026219"
"183.54","1130.8310","67 56 43","110","5","2552554.235937 1217094.134219"
"183.54","1130.8310","67 56 43","110","5","2552554.236617 1217094.134219"
"184.62","1110.1270","88 78 65","44","3","2552556.240617 1217094.428219"
"184.97","1135.9990","53 52 41","0","5","2552554.879617 1217092.799219"
"185.35","1117.3440","90 82 68","3","5","2552554.024617 1217091.549219"
"185.41","1121.8160","88 79 64","14","5","2552554.026937 1217091.482219"
"185.41","1121.8160","88 79 64","14","5","2552554.027617 1217091.482219"
"185.71","1121.8160","81 71 56","196","5","2552554.092617 1217091.140219"
"185.88","1109.8530","95 84 67","144","3","2552554.156617 1217090.972219"
"185.94","1126.0750","128 109 91","140","5","2552553.781617 1217090.566219"
"186.12","1132.3690","109 94 76","194","5","2552554.160617 1217090.653219"
"186.77","1109.3430","100 94 68","105","3","2552555.333937 1217090.810219"
"186.77","1109.3430","100 94 68","105","3","2552555.334617 1217090.810219"
"187.07","1113.3150","105 96 71","23","5","2552556.072617 1217091.043219"
"187.65","1135.7160","94 85 63","197","5","2552553.782617 1217088.302219"
"188.62","1118.8460","132 118 101","42","5","2552558.760617 1217091.330219"
