"distance","altitude","color_packed","intensity","classification","coords"
"124.42","484.3790","123 143 162","124","22","2561749.0280000004 1205198.388"
"124.46","485.6390","171 195 196","237","6","2561751.0280000004 1205199.249"
"124.46","485.6390","171 195 196","237","6","2561751.0280000004 1205199.249"
"124.46","484.7390","88 106 130","14","22","2561749.923 1205198.756"
"124.49","484.8240","100 120 144","118","22","2561749.7060000002 1205198.621"
"124.5","485.2440","113 133 154","69","22","2561749.44 1205198.486"
"124.51","485.6180","158 170 175","247","6","2561751.8400000003 1205199.562"
"124.6","483.5780","132 151 173","248","22","2561750.0280000004 1205198.644"
"124.6","483.5780","132 151 173","248","22","2561750.0280000004 1205198.644"
"124.62","485.6150","102 125 144","50","6","2561749.426 1205198.359"
"124.62","486.4290","52 66 98","245","6","2561750.068 1205198.641"
"124.69","486.2970","63 78 109","207","6","2561749.534 1205198.327"
"124.84","485.5420","72 90 110","48","6","2561750.4990000003 1205198.592"
"124.9","485.5520","101 111 131","35","6","2561751.264 1205198.8730000001"
"125.05","485.5880","62 76 108","195","6","2561749.679 1205197.993"
"125.05","485.5880","62 76 108","195","6","2561749.679 1205197.993"
"125.33","485.5470","51 66 89","176","6","2561750.0280000004 1205197.851"
"125.41","485.5520","148 158 163","169","6","2561752.307 1205198.793"
"125.41","485.5520","148 158 163","169","6","2561752.307 1205198.793"
"125.45","485.5230","142 152 159","129","6","2561752.798 1205198.962"
"125.49","486.4320","144 163 166","152","6","2561751.196 1205198.198"
"125.56","486.6800","128 144 152","41","6","2561751.048 1205198.053"
"125.56","487.0140","106 121 132","41","6","2561750.8490000004 1205197.967"
"125.58","485.7390","133 148 157","225","6","2561750.659 1205197.856"
"125.61","486.3120","132 147 155","68","6","2561750.852 1205197.915"
"125.62","487.7900","128 143 151","155","6","2561749.899 1205197.472"
"125.62","487.7900","128 143 151","155","6","2561749.899 1205197.472"
"125.67","486.6420","122 137 147","92","6","2561749.673 1205197.317"
"125.67","486.0430","108 124 129","145","6","2561751.686 1205198.225"
"125.7","487.5090","127 142 150","205","6","2561750.487 1205197.646"
"125.7","487.5090","127 142 150","205","6","2561750.487 1205197.646"
"125.7","487.2900","135 152 160","44","6","2561749.7070000004 1205197.29"
"125.99","485.8000","109 120 127","157","6","2561751.7240000004 1205197.884"
"126.02","485.5350","166 175 172","199","6","2561753.0130000003 1205198.44"
"126.1","485.5330","106 108 113","174","6","2561752.5730000003 1205198.148"
"126.36","485.4770","150 167 167","141","6","2561749.869 1205196.643"
"126.38","487.0690","144 161 162","82","6","2561751.213 1205197.229"
"126.44","488.1700","122 136 144","97","6","2561750.2240000004 1205196.714"
"126.46","486.6240","117 130 135","102","6","2561751.5990000004 1205197.312"
"126.46","486.6240","117 130 135","102","6","2561751.5990000004 1205197.312"
"126.6","485.5010","102 100 110","75","6","2561752.5300000003 1205197.584"
"126.6","485.5010","102 100 110","75","6","2561752.5300000003 1205197.584"
"126.83","487.8880","129 145 148","254","6","2561750.605 1205196.459"
"126.85","486.7320","144 160 163","226","6","2561751.7260000003 1205196.945"
"126.87","487.5640","137 154 157","56","6","2561750.9710000004 1205196.584"
"126.92","485.4580","128 143 147","18","6","2561751.432 1205196.741"
"126.93","485.4240","149 165 164","76","6","2561750.196 1205196.164"
"126.93","485.4240","149 165 164","76","6","2561750.196 1205196.164"
"126.97","485.9170","117 125 132","23","6","2561752.378 1205197.111"
"126.98","485.5380","98 95 105","251","6","2561752.804 1205197.295"
"127.01","487.8720","137 154 159","134","6","2561750.196 1205196.082"
"127.02","485.4560","138 155 157","168","6","2561750.571 1205196.232"
"127.04","487.0640","143 161 163","61","6","2561751.463 1205196.621"
"127.31","488.1250","145 160 160","189","6","2561750.649 1205195.956"
"127.31","488.1240","145 160 160","189","6","2561750.649 1205195.956"
"127.37","486.1740","126 143 149","65","6","2561752.328 1205196.648"
"127.4","485.5310","118 131 135","249","6","2561752.9220000003 1205196.884"
"127.4","485.5310","118 131 135","249","6","2561752.9220000003 1205196.884"
"127.67","485.4460","127 144 150","193","6","2561751.483 1205195.942"
"127.67","485.4460","127 144 150","193","6","2561751.483 1205195.942"
"127.67","485.4270","145 162 164","209","6","2561750.4960000003 1205195.491"
"127.83","487.0670","149 168 170","248","6","2561751.7600000002 1205195.888"
"127.83","487.0670","149 168 170","248","6","2561751.7600000002 1205195.888"
"128","485.4610","107 105 94","6","6","2561753.5960000004 1205196.53"
"128.07","485.3860","121 133 138","233","6","2561752.254 1205195.84"
"128.11","486.2850","130 145 151","94","6","2561752.605 1205195.964"
"128.27","488.1390","130 146 153","218","6","2561751.115 1205195.111"
"128.27","488.1390","130 146 153","218","6","2561751.115 1205195.111"
"128.4","485.8290","140 152 157","112","6","2561753.0990000004 1205195.868"
"128.41","485.4420","143 161 164","203","6","2561751.977 1205195.346"
"128.41","485.4410","143 161 164","203","6","2561751.977 1205195.3460000001"
"128.46","486.8090","134 150 156","209","6","2561752.3320000004 1205195.448"
"128.47","485.3860","129 145 150","237","6","2561750.821 1205194.761"
"128.49","485.4990","132 141 145","24","6","2561753.943 1205196.147"
"128.56","487.9180","118 130 138","227","6","2561751.3290000004 1205194.886"
"128.61","487.8280","130 144 148","41","6","2561750.875 1205194.627"
"128.65","485.3830","124 142 150","124","6","2561751.642 1205194.928"
"128.65","487.1750","135 151 156","102","6","2561752.071 1205195.1230000001"
"128.67","486.0180","126 140 149","27","6","2561752.946 1205195.503"
"128.69","487.3590","128 144 150","67","6","2561751.858 1205194.986"
"129","485.4650","177 189 190","40","6","2561753.929 1205195.587"
"129.15","486.5830","124 140 147","141","6","2561752.7920000004 1205194.908"
"129.17","485.3740","136 153 157","53","6","2561751.5790000004 1205194.334"
"129.27","487.1600","117 130 136","165","6","2561752.382 1205194.59"
"129.27","487.1600","117 130 136","165","6","2561752.382 1205194.59"
"129.38","487.9820","112 130 140","92","6","2561751.662 1205194.143"
"129.38","487.9820","112 130 140","92","6","2561751.662 1205194.143"
"129.41","485.4770","120 130 140","184","6","2561754.3630000004 1205195.334"
"129.51","485.3550","119 134 141","46","6","2561752.4570000004 1205194.357"
"129.62","488.0990","126 145 154","202","6","2561751.656 1205193.874"
"129.62","488.0980","126 145 154","202","6","2561751.656 1205193.874"
"129.64","486.7350","117 131 139","133","6","2561752.8860000004 1205194.411"
"129.64","486.7350","117 131 139","133","6","2561752.8860000004 1205194.411"
"129.79","485.4780","131 143 152","86","6","2561753.9250000003 1205194.718"
"129.79","485.4780","131 143 152","86","6","2561753.9250000003 1205194.718"
"129.8","485.3740","101 117 129","34","6","2561751.429 1205193.573"
"129.82","485.4000","109 120 130","162","6","2561752.3090000004 1205193.945"
"129.82","485.3940","118 135 145","22","6","2561752.842 1205194.192"
"130","487.1480","111 125 135","108","6","2561752.679 1205193.921"
"130.08","487.7630","118 133 141","164","6","2561752.1070000003 1205193.5760000001"
"130.35","485.4320","112 126 135","72","6","2561752.9710000004 1205193.665"
"130.35","485.4320","112 126 135","72","6","2561752.9710000004 1205193.665"
"130.38","487.3410","104 116 128","18","6","2561752.531 1205193.437"
"130.43","486.3740","107 120 128","249","6","2561753.412 1205193.7750000001"
"130.43","486.3740","107 120 128","249","6","2561753.412 1205193.7750000001"
"130.55","485.4410","155 161 154","19","6","2561754.909 1205194.3290000001"
"130.57","485.3790","110 125 135","187","6","2561751.6700000004 1205192.842"
"130.58","485.4220","128 145 154","177","6","2561753.452 1205193.627"
"130.71","487.7630","108 123 133","46","6","2561751.7260000003 1205192.709"
"130.72","485.2150","120 139 149","44","6","2561752.1640000003 1205192.901"
"130.76","485.3640","113 132 142","230","6","2561752.943 1205193.205"
"130.79","485.3440","113 132 142","160","6","2561752.1500000004 1205192.8090000001"
"130.79","485.3440","113 132 142","160","6","2561752.1500000004 1205192.8090000001"
"130.83","486.3760","109 127 137","55","6","2561753.7410000004 1205193.4880000001"
"130.84","485.4610","111 124 132","12","6","2561754.419 1205193.78"
"130.87","486.9510","122 140 148","121","6","2561753.24 1205193.217"
"130.94","487.7640","109 128 140","36","6","2561752.5050000004 1205192.803"
"130.98","485.3650","112 132 143","187","6","2561751.6870000004 1205192.398"
"131.21","485.4610","184 190 196","253","6","2561755.3430000003 1205193.8"
"131.21","485.4610","184 190 196","253","6","2561755.3430000003 1205193.8"
"131.22","485.4850","94 108 128","223","6","2561751.9250000003 1205192.243"
"131.4","485.3090","100 117 131","228","6","2561752.031 1205192.089"
"131.44","485.9490","118 131 140","178","6","2561754.166 1205193.009"
"131.48","487.9060","114 129 140","136","6","2561752.676 1205192.29"
"131.49","486.4340","106 121 131","22","6","2561753.9510000004 1205192.861"
"131.51","485.4370","107 121 136","226","6","2561752.9310000003 1205192.374"
"131.56","485.2340","104 124 136","209","6","2561752.9370000004 1205192.323"
"131.61","488.0550","114 131 140","47","6","2561752.5620000004 1205192.104"
"131.61","488.0550","114 131 140","47","6","2561752.5620000004 1205192.104"
"131.74","485.4700","67 68 84","191","6","2561754.8310000002 1205192.989"
"131.89","487.5130","127 147 155","204","6","2561753.0790000004 1205192.028"
"131.89","487.5130","127 147 155","204","6","2561753.0790000004 1205192.028"
"132.08","486.7080","79 98 120","10","6","2561753.9340000004 1205192.207"
"132.13","487.1530","102 116 124","49","6","2561753.544 1205191.976"
"132.14","486.2470","51 63 90","217","6","2561754.318 1205192.317"
"132.17","485.4510","60 60 85","150","6","2561755.125 1205192.646"
"132.19","485.5620","156 165 168","208","6","2561753.7010000004 1205191.982"
"132.28","487.9390","165 179 178","37","6","2561752.534 1205191.347"
"132.35","488.1050","219 240 234","182","6","2561752.781 1205191.386"
"132.35","488.1050","219 240 234","182","6","2561752.781 1205191.386"
"132.36","485.5330","53 70 93","229","6","2561754.79 1205192.283"
"132.36","485.5330","53 70 93","229","6","2561754.79 1205192.283"
"132.36","485.4750","56 62 72","253","6","2561753.338 1205191.624"
"132.37","485.4600","61 59 82","15","6","2561755.301 1205192.506"
"132.41","485.4650","53 57 69","64","6","2561752.4170000004 1205191.154"
"132.41","485.4650","53 57 69","64","6","2561752.4170000004 1205191.155"
"132.61","486.2580","40 44 53","45","6","2561753.335 1205191.351"
"132.63","485.6030","118 135 142","20","6","2561753.973 1205191.614"
"132.63","485.6030","118 135 142","20","6","2561753.973 1205191.614"
"132.88","485.3880","113 118 123","40","6","2561756.0470000003 1205192.28"
"132.9","486.3860","228 243 235","146","6","2561754.003 1205191.334"
"132.96","486.4510","147 159 160","14","6","2561755.429 1205191.918"
"133.05","486.3740","214 232 221","103","6","2561754.473 1205191.381"
"133.05","486.3740","214 232 221","103","6","2561754.473 1205191.381"
"133.13","486.3740","227 241 234","154","6","2561752.9420000003 1205190.604"
"133.18","486.3740","213 230 219","197","6","2561755.196 1205191.563"
"133.23","486.3580","227 241 234","23","6","2561753.4390000002 1205190.718"
"133.23","486.3570","227 241 234","23","6","2561753.4390000002 1205190.718"
"133.35","485.7560","216 234 224","71","6","2561754.04 1205190.854"
"133.36","485.5590","225 240 231","124","6","2561754.5080000004 1205191.063"
"133.37","485.5370","217 234 225","184","6","2561753.193 1205190.448"
"133.39","486.4270","160 172 170","34","6","2561754.341 1205190.955"
"133.44","485.4800","226 238 228","2","6","2561755.416 1205191.377"
"133.57","485.4100","218 233 223","164","6","2561752.8490000004 1205190.077"
"133.63","485.4250","212 221 209","10","6","2561754.2770000002 1205190.658"
"133.65","485.3880","148 161 163","214","6","2561756.041 1205191.432"
"134.06","485.3940","182 195 178","122","6","2561753.7950000004 1205189.972"
"134.06","485.3940","182 195 178","122","6","2561753.7950000004 1205189.972"
"134.19","485.4410","160 173 171","109","6","2561755.8230000003 1205190.7480000001"
"134.25","485.4170","192 202 185","149","6","2561755.5 1205190.535"
"134.76","485.4050","173 188 185","83","6","2561754.619 1205189.57"
"134.76","485.4050","173 188 185","83","6","2561754.619 1205189.57"
"134.9","485.4030","156 168 168","146","6","2561755.9420000003 1205190.016"
"134.93","485.3940","190 200 181","183","6","2561755.2350000003 1205189.665"
"135.12","485.4130","150 161 163","27","6","2561753.929 1205188.861"
"135.23","485.2880","204 215 197","228","6","2561754.4000000004 1205188.962"
"135.39","485.2760","172 180 171","150","6","2561755.267 1205189.178"
"135.48","485.3790","158 170 170","231","6","2561755.466 1205189.1670000001"
"135.48","485.3790","158 170 170","231","6","2561755.466 1205189.1670000001"
"135.52","485.4200","155 166 174","56","6","2561756.656 1205189.658"
"135.69","485.4250","167 179 177","237","6","2561753.679 1205188.124"
"135.7","485.3690","200 211 192","92","6","2561756.264 1205189.29"
"135.7","485.3690","200 211 192","92","6","2561756.264 1205189.29"
"135.89","485.4200","209 217 204","162","6","2561754.3490000004 1205188.212"
"135.97","485.3860","214 233 226","56","6","2561756.946 1205189.293"
"136.04","485.4120","206 217 200","152","6","2561753.8860000004 1205187.839"
"136.13","485.3940","105 111 118","232","6","2561755.105 1205188.289"
"136.51","485.4200","63 75 91","133","6","2561754.291 1205187.501"
"136.57","485.5710","58 72 95","21","6","2561755.9000000004 1205188.164"
"136.64","485.7750","67 80 107","187","6","2561756.899 1205188.545"
"136.66","485.7490","56 69 90","238","6","2561755.099 1205187.709"
"136.96","486.1440","70 91 123","252","6","2561755.8630000004 1205187.725"
"137.03","486.2270","71 93 125","40","6","2561755.5820000004 1205187.519"
"137.14","486.3550","68 88 121","105","6","2561757.1010000003 1205188.084"
"137.37","486.5010","111 131 144","33","6","2561756.669 1205187.641"
"137.37","486.5010","111 131 144","33","6","2561756.669 1205187.641"
"137.38","486.5740","78 100 130","62","6","2561757.824 1205188.148"
"137.49","486.6260","95 118 143","241","6","2561757.5500000003 1205187.898"
"137.6","486.7400","90 115 142","208","6","2561755.9740000004 1205187.073"
"137.75","486.8050","105 127 137","116","6","2561755.517 1205186.702"
"137.75","486.8050","105 127 137","116","6","2561755.517 1205186.702"
"137.8","486.8620","87 112 140","67","6","2561755.2860000003 1205186.543"
"137.93","487.0350","77 101 131","33","6","2561757.1240000003 1205187.229"
"137.95","486.9690","66 88 120","110","6","2561756.2550000004 1205186.8090000001"
"137.98","486.9850","90 115 142","97","6","2561754.9000000004 1205186.164"
"138","487.1730","76 98 129","112","6","2561757.5160000003 1205187.324"
"138","487.1720","76 98 129","112","6","2561757.5160000003 1205187.324"
"138.11","487.1270","73 95 127","54","6","2561758.111 1205187.479"
"138.19","487.1420","86 111 140","192","6","2561755.125 1205186.033"
"138.19","487.1420","86 111 140","192","6","2561755.125 1205186.033"
"138.29","487.3120","81 106 135","18","6","2561756.551 1205186.57"
"138.43","487.3960","68 90 123","93","6","2561757.341 1205186.772"
"138.66","487.7230","64 86 120","65","6","2561758.4560000002 1205187.028"
"138.66","487.7230","64 86 120","65","6","2561758.4560000002 1205187.028"
"138.67","487.5590","96 115 131","211","6","2561755.909 1205185.864"
"138.77","487.5880","78 97 117","155","6","2561756.9680000003 1205186.236"
"138.8","487.5980","83 107 139","165","6","2561755.125 1205185.371"
"138.84","487.6990","81 106 133","177","6","2561755.9880000004 1205185.714"
"138.87","487.6670","89 111 145","60","6","2561755.1360000004 1205185.3"
"138.87","487.6670","89 111 145","60","6","2561755.1360000004 1205185.3"
"138.88","487.7490","89 107 126","246","6","2561757.7240000004 1205186.452"
"138.93","487.7710","85 104 125","17","6","2561757.1670000004 1205186.151"
"138.93","487.9170","68 90 124","101","6","2561757.534 1205186.317"
"139.19","487.9340","78 102 132","131","6","2561756.2780000004 1205185.457"
"139.19","487.9340","78 102 132","131","6","2561756.2780000004 1205185.457"
"139.32","488.1000","87 112 140","3","6","2561758.602 1205186.374"
"139.42","488.2250","89 108 126","151","6","2561756.865 1205185.472"
"139.79","488.6270","68 90 124","244","6","2561758.463 1205185.789"
"139.84","488.5060","83 102 121","81","6","2561757.22 1205185.175"
"139.96","488.6020","79 102 135","98","6","2561756.575 1205184.753"
"140.07","488.6890","74 97 130","95","6","2561756.311 1205184.506"
"140.07","488.6890","74 97 130","95","6","2561756.311 1205184.506"
"140.08","488.6550","79 104 134","93","6","2561757.5 1205185.04"
"140.21","488.9740","85 101 118","214","6","2561758.5500000003 1205185.371"
"140.21","488.9730","85 101 118","214","6","2561758.5500000003 1205185.371"
"140.49","489.0690","79 103 127","3","6","2561756.098 1205183.959"
"140.54","489.0610","75 99 124","92","6","2561757.673 1205184.616"
"140.57","489.3620","114 140 154","152","6","2561758.497 1205184.948"
"140.69","489.2680","110 134 149","57","6","2561758.2090000003 1205184.685"
"140.7","489.3760","141 163 170","250","6","2561759.122 1205185.094"
"140.76","489.2780","89 109 122","134","6","2561756.088 1205183.651"
"140.82","489.3090","110 134 148","155","6","2561757.744 1205184.337"
"140.82","489.3090","110 134 148","155","6","2561757.744 1205184.337"
"140.87","489.2740","126 151 164","234","6","2561756.588 1205183.758"
"140.87","489.2730","126 151 164","234","6","2561756.588 1205183.758"
"141.1","489.0420","130 156 164","99","6","2561758.284 1205184.273"
"141.1","489.0420","130 156 164","99","6","2561758.284 1205184.273"
"141.2","489.0330","123 150 162","207","6","2561757.1300000004 1205183.641"
"141.28","489.7930","187 216 202","198","6","2561759.5 1205184.6230000001"
"141.28","489.7930","187 216 202","198","6","2561759.5 1205184.6230000001"
"141.5","488.6340","123 146 155","2","6","2561759.0590000004 1205184.189"
"141.5","488.6340","123 146 155","2","6","2561759.0590000004 1205184.188"
"141.58","488.6920","124 150 159","147","6","2561758.594 1205183.888"
"141.63","488.5470","123 150 160","56","6","2561757.8090000004 1205183.474"
"141.67","488.6530","136 164 175","246","6","2561756.115 1205182.665"
"141.67","488.6820","122 149 162","12","6","2561756.544 1205182.859"
"141.83","488.4270","117 143 153","3","6","2561758.9170000004 1205183.758"
"141.84","488.4490","120 147 160","232","6","2561757.369 1205183.0520000001"
"141.9","488.3720","124 149 158","118","6","2561759.345 1205183.871"
"141.94","488.3520","109 136 149","177","6","2561756.9930000002 1205182.769"
"142.26","487.7560","129 156 166","90","6","2561756.7060000002 1205182.29"
"142.27","488.0880","122 147 156","153","6","2561758.52 1205183.0960000001"
"142.27","488.0880","122 147 156","153","6","2561758.52 1205183.0960000001"
"142.31","488.1530","78 103 125","175","6","2561757.7490000003 1205182.7040000001"
"142.38","488.0520","125 151 162","200","6","2561756.4540000004 1205182.038"
"142.38","488.0520","125 151 162","200","6","2561756.4540000004 1205182.038"
"142.49","487.9370","121 146 160","182","6","2561757.7380000004 1205182.4980000001"
"142.62","487.7230","81 109 130","104","6","2561758.963 1205182.915"
"142.84","487.5420","66 88 117","225","6","2561759.7380000004 1205183.023"
"142.87","487.6720","63 82 111","232","6","2561759.9820000003 1205183.094"
"142.9","487.4940","59 81 111","136","6","2561758.304 1205182.31"
"142.93","487.5470","65 88 116","56","6","2561757.8490000004 1205182.07"
"142.93","487.5470","65 88 116","56","6","2561757.8490000004 1205182.07"
"142.94","487.4930","68 89 117","151","6","2561759.148 1205182.643"
"143.05","487.5660","60 84 111","174","6","2561756.7240000004 1205181.43"
"143.09","487.5130","57 79 106","61","6","2561757.46 1205181.715"
"143.42","487.1520","56 79 110","29","6","2561759.781 1205182.405"
"143.42","487.1510","56 79 110","29","6","2561759.781 1205182.404"
"143.67","486.9770","52 73 106","7","6","2561758.2180000003 1205181.42"
"143.7","486.9690","54 78 108","25","6","2561756.9880000004 1205180.837"
"143.71","486.9560","58 80 112","82","6","2561759.49 1205181.949"
"143.87","486.7900","58 80 111","56","6","2561758.5420000004 1205181.347"
"144.1","486.5900","53 72 104","39","6","2561760.2750000004 1205181.883"
"144.15","486.5790","50 74 107","49","6","2561759.622 1205181.535"
"144.15","486.5790","50 74 107","49","6","2561759.622 1205181.535"
"144.17","486.6790","56 78 109","177","6","2561757.179 1205180.405"
"144.33","486.3440","45 65 97","186","6","2561759.3570000003 1205181.214"
"144.5","486.2300","51 73 106","196","6","2561758.574 1205180.668"
"144.5","486.2300","51 73 106","196","6","2561758.574 1205180.668"
"144.53","486.1960","48 69 102","22","6","2561757.801 1205180.29"
"144.53","486.2230","42 62 96","227","6","2561758.9200000004 1205180.793"
"144.54","486.1220","50 73 106","148","6","2561760.44 1205181.467"
"144.61","486.3410","45 63 96","66","6","2561757.3600000003 1205179.9980000001"
"144.79","485.8380","46 65 97","62","6","2561760.1550000003 1205181.067"
"144.8","485.8860","43 62 95","4","6","2561758.554 1205180.332"
"144.88","485.8590","46 68 101","127","6","2561758.919 1205180.415"
"145.04","485.5830","47 69 103","213","6","2561757.98 1205179.81"
"145.21","485.3540","35 53 82","30","6","2561758.17 1205179.707"
"145.21","485.3530","35 53 82","30","6","2561758.1700000004 1205179.707"
"145.26","485.4010","52 69 102","76","6","2561760.0420000004 1205180.506"
"145.26","485.4010","52 69 102","76","6","2561760.0420000004 1205180.506"
"145.31","487.5810","57 77 106","122","6","2561759.0820000004 1205180.016"
"145.44","487.4630","77 99 126","28","6","2561759.7920000004 1205180.192"
"145.49","487.4940","41 59 87","122","6","2561760.179 1205180.317"
"145.6","487.9800","68 88 117","5","6","2561759.3490000004 1205179.82"
"145.65","485.3980","55 73 105","35","6","2561757.98 1205179.144"
"145.68","485.4220","60 82 113","167","6","2561761.1610000003 1205180.5420000001"
"145.7","488.4960","58 78 108","63","6","2561759.0110000004 1205179.557"
"145.7","488.4960","58 78 108","63","6","2561759.0110000004 1205179.557"
"145.71","485.4230","59 76 109","51","6","2561759.517 1205179.771"
"145.71","485.4220","59 76 109","51","6","2561759.517 1205179.771"
"145.71","485.4420","92 114 144","73","6","2561759.8170000003 1205179.908"
"145.72","488.5860","57 78 109","110","6","2561760.48 1205180.192"
"145.79","485.6750","61 82 113","155","6","2561761.037 1205180.367"
"145.79","485.6750","61 82 113","155","6","2561761.037 1205180.367"
"145.8","488.6120","64 84 115","223","6","2561761.0420000004 1205180.366"
"145.8","488.6120","64 84 115","223","6","2561761.0420000004 1205180.366"
"145.8","485.9030","78 100 128","167","6","2561760.6780000003 1205180.195"
"145.8","486.2300","88 110 138","4","6","2561760.554 1205180.144"
"145.82","487.3650","82 104 132","180","6","2561760.4960000003 1205180.087"
"145.83","486.3550","76 97 124","41","6","2561759.8630000004 1205179.7920000001"
"145.85","487.6700","75 93 120","225","6","2561760.682 1205180.146"
"145.85","488.0640","69 87 116","34","6","2561761.0110000004 1205180.289"
"145.87","487.7970","66 86 115","85","6","2561759.0760000004 1205179.394"
"145.91","487.4940","73 96 124","185","6","2561759.105 1205179.3630000001"
"145.91","488.3450","63 81 111","155","6","2561761.335 1205180.377"
"145.93","485.7970","67 87 119","135","6","2561759.024 1205179.31"
"145.93","488.6120","72 94 122","148","6","2561759.1130000004 1205179.344"
"145.95","485.6190","61 80 111","3","6","2561758.679 1205179.126"
"145.98","488.1530","68 86 117","210","6","2561759.754 1205179.5790000001"
"146.05","488.7270","72 91 121","213","6","2561759.8120000004 1205179.53"
"146.06","488.1910","69 88 119","191","6","2561758.5900000003 1205178.969"
"146.08","488.7160","71 90 119","253","6","2561758.199 1205178.768"
"146.08","488.7150","71 90 119","253","6","2561758.199 1205178.768"
"146.09","486.6790","64 81 110","199","6","2561758.2040000004 1205178.763"
"146.09","486.6790","64 81 110","199","6","2561758.2040000004 1205178.763"
"146.12","486.3760","71 91 120","49","6","2561761.3000000003 1205180.124"
"146.12","486.3760","71 91 120","49","6","2561761.3000000003 1205180.124"
"146.16","487.0130","83 105 133","226","6","2561758.4250000003 1205178.785"
"146.17","486.5760","68 87 118","13","6","2561758.8680000002 1205178.972"
"146.17","486.5760","68 87 118","13","6","2561758.8680000002 1205178.972"
"146.2","488.7440","85 105 135","167","6","2561761.369 1205180.067"
"146.63","488.8120","66 85 115","206","6","2561760.5810000002 1205179.238"
"146.63","488.8120","66 85 115","206","6","2561760.5810000002 1205179.2380000001"
"146.63","488.8210","69 90 118","187","6","2561759.744 1205178.866"
"146.69","488.8280","68 88 118","146","6","2561758.179 1205178.094"
"146.79","488.8160","63 81 112","21","6","2561761.338 1205179.411"
"146.87","488.8400","56 74 106","62","6","2561758.264 1205177.932"
"147.12","488.8530","65 86 118","171","6","2561759.0250000004 1205178.001"
"147.51","488.8760","62 81 110","68","6","2561760.1240000003 1205178.07"
"147.51","488.8760","62 81 110","68","6","2561760.1240000003 1205178.07"
"147.54","488.8890","65 85 114","221","6","2561760.5080000004 1205178.212"
"147.7","488.9270","60 80 113","31","6","2561759.2460000003 1205177.459"
"147.76","488.9180","58 73 108","209","6","2561761.142 1205178.251"
"147.93","488.9610","64 82 113","26","6","2561760.2260000003 1205177.655"
"148.13","488.9180","48 67 99","71","6","2561759.4650000003 1205177.094"
"148.13","488.9170","48 67 99","71","6","2561759.4650000003 1205177.094"
"148.33","488.9690","61 80 111","75","6","2561760.413 1205177.303"
"148.42","488.9800","50 69 101","0","6","2561759.6160000004 1205176.844"
"148.63","489.0060","52 71 102","140","6","2561760.446 1205176.982"
"148.65","489.0110","54 69 103","63","6","2561761.656 1205177.513"
"148.65","489.0110","54 69 103","63","6","2561761.656 1205177.513"
"148.71","489.1990","82 102 123","70","6","2561760.8140000002 1205177.063"
"148.8","489.0610","52 67 101","176","6","2561762.554 1205177.749"
"149.2","489.0780","51 67 99","55","6","2561759.3170000003 1205175.854"
"149.34","491.4930","60 78 101","53","6","2561761.3910000003 1205176.634"
"149.35","489.0520","50 68 98","60","6","2561760.608 1205176.266"
"149.35","489.0520","50 68 98","60","6","2561760.608 1205176.266"
"149.38","491.3360","65 80 106","75","6","2561762.2950000004 1205176.996"
"149.42","491.4060","95 117 138","244","6","2561761.679 1205176.675"
"149.45","489.1220","91 111 135","148","6","2561761.554 1205176.584"
"149.47","491.4460","58 78 105","147","6","2561759.8120000004 1205175.778"
"149.47","489.0830","75 95 125","255","6","2561762.4250000003 1205176.9540000001"
"149.47","491.4460","58 78 105","147","6","2561759.8120000004 1205175.778"
"149.47","489.0830","75 95 125","255","6","2561762.4250000003 1205176.9540000001"
"149.47","494.2710","57 68 89","37","6","2561762.4050000003 1205176.947"
"149.51","491.2880","87 107 131","6","6","2561760.568 1205176.077"
"149.52","489.0940","72 91 117","157","6","2561760.0450000004 1205175.824"
"149.54","491.5760","97 116 137","87","6","2561762.071 1205176.722"
"149.54","491.5760","97 116 137","87","6","2561762.071 1205176.722"
"149.57","494.1260","93 110 123","172","6","2561761.608 1205176.486"
"149.64","489.6050","115 137 151","152","22","2561761.767 1205176.479"
"149.64","489.6050","115 137 151","152","22","2561761.767 1205176.479"
"149.64","489.3110","80 95 120","38","6","2561762.946 1205177.011"
"149.65","489.2250","70 91 121","163","6","2561760.494 1205175.893"
"149.68","491.9150","111 133 149","53","22","2561761.0250000004 1205176.097"
"149.7","489.6580","53 69 94","45","22","2561762.1500000004 1205176.584"
"149.7","489.6580","53 69 94","45","22","2561762.1500000004 1205176.584"
"149.7","489.4200","114 136 149","199","6","2561761.2090000003 1205176.158"
"149.71","490.1670","68 85 110","171","22","2561761.4740000004 1205176.269"
"149.72","491.9080","144 168 181","79","22","2561761.594 1205176.31"
"149.72","491.9080","144 168 181","79","22","2561761.594 1205176.31"
"149.72","493.7060","85 101 122","183","22","2561759.7750000004 1205175.482"
"149.72","492.8240","67 82 104","50","22","2561762.3800000004 1205176.67"
"149.72","494.3050","111 129 143","219","6","2561760.139 1205175.647"
"149.76","492.3490","144 168 179","6","22","2561761.15 1205176.067"
"149.76","492.3480","144 168 179","6","22","2561761.1500000004 1205176.067"
"149.77","490.4030","56 71 98","186","22","2561762.014 1205176.442"
"149.78","493.2730","110 128 134","179","22","2561762.186 1205176.509"
"149.78","493.2730","110 128 134","179","22","2561762.186 1205176.509"
"149.78","493.2320","90 102 121","249","22","2561761.281 1205176.104"
"149.79","493.8120","107 115 133","178","22","2561760.6160000004 1205175.785"
"149.8","490.4220","56 72 97","6","22","2561760.9910000004 1205175.948"
"149.81","489.4100","60 79 108","13","22","2561760.0390000003 1205175.506"
